IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.237.136.4","www.example.com","Bitnami","","","","","","true"
"34.237.136.18","motoserviciosdesanmiguel.mx","","","","","motoserviciosdesanmiguel.mx|motoserviciosdesanmiguel.com","","false"
"34.237.136.50","utilities.testimonialtree.com","","","","","utilities.testimonialtree.com","","false"
"34.237.136.53","localmoby.com","","","","","cr-api.localmoby.com|cr-legacy.localmoby.com|cr.localmoby.com|localmoby.com|logs.localmoby.com|pe.localmoby.com|print.localmoby.com|www.cr-api.localmoby.com|www.cr-legacy.localmoby.com|www.cr.localmoby.com|www.localmoby.com|www.pe.localmoby.com|www.print.localmoby.com|www.yc-api.localmoby.com|www.yc-web.localmoby.com|www.za-api.localmoby.com|www.za-web.localmoby.com|www.zc-web.localmoby.com|www.zl-api.localmoby.com|www.zl-web-teacher.localmoby.com|yc-api.localmoby.com|yc-web.localmoby.com|za-api.localmoby.com|za-web.localmoby.com|zc-web.localmoby.com|zl-api.localmoby.com|zl-web-teacher.localmoby.com","","false"
"34.237.136.52","kubernetes-master","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|api.kube-us-east-1.raincoat-insurance-prod.com|api.internal.kube-us-east-1.raincoat-insurance-prod.com","100.64.0.1|127.0.0.1","false"
"34.237.136.84","zabit.com.br","","","","","www.zabit.com.br|zabit.com.br","","false"
"34.237.136.94","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.136.97","*.clinia.io","","","","","*.clinia.io","","false"
"34.237.136.139","*.metrological.com","","","","","*.metrological.com|metrological.com","","false"
"34.237.136.196","web.ciphertrustmanager.local","Thales","US","Austin","TX","web.ciphertrustmanager.local","","false"
"34.237.136.223","admin.api.wis-comm.com","","","","","admin.api.wis-comm.com","","false"
"34.237.136.250","*.druva.com","Druva Inc.","US","Santa Clara","California","*.druva.com|druva.com","","false"
"34.237.137.58","desktop.carrum.sentinel.komodohealth.net","","","","","desktop.carrum.sentinel.komodohealth.net","","false"
"34.237.137.57","ministries.gccpevents.com","","","","","ministries.gccpevents.com","","false"
"34.237.137.102","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.137.108","first.vbelich-ubuntu.atf.plesk.tech","","","","","first.vbelich-ubuntu.atf.plesk.tech|mail.first.vbelich-ubuntu.atf.plesk.tech|www.first.vbelich-ubuntu.atf.plesk.tech|cpanel.first.vbelich-ubuntu.atf.plesk.tech|webmail.first.vbelich-ubuntu.atf.plesk.tech|webdisk.first.vbelich-ubuntu.atf.plesk.tech|cpcontacts.first.vbelich-ubuntu.atf.plesk.tech|cpcalendars.first.vbelich-ubuntu.atf.plesk.tech","","true"
"34.237.137.144","*.lab.service-now.com","ServiceNow, Inc.","US","San Diego","California","*.lab.service-now.com","","false"
"34.237.137.159","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.137.162","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.137.171","probus.rfpathways.com","Automation Associates Inc.","CA","Mississauga","Ontario","probus.rfpathways.com|www.probus.rfpathways.com","","false"
"34.237.137.227","clientcertificate","","","","","clientcertificate","","false"
"34.237.138.8","theluxurycloset.com","","","","","theluxurycloset.com|www.theluxurycloset.com","","false"
"34.237.138.32","*.us-east-1.prod.tau.spectrum.net","Plume Design Inc.","US","Palo Alto","CA","","","false"
"34.237.138.43","perfumes2012.com","","","","","perfumes2012.com","","false"
"34.237.138.60","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.138.144","gocdg.com","","","","","gocdg.com|www.gocdg.com","","false"
"34.237.138.168","pbx.wildix.com","WILDIX SRL","IT","","","","","true"
"34.237.138.202","*.newrow.com","","","","","*.newrow.com|newrow.com","","false"
"34.237.138.206","sh.jerrysite.tsocdcmi.com","","","","","sh.jerrysite.tsocdcmi.com|www.sh.jerrysite.tsocdcmi.com","","false"
"34.237.138.230","phlib.prospecto.io","","","","","phlib.prospecto.io","","false"
"34.237.138.248","www.example.com","Bitnami","","","","","","true"
"34.237.139.58","signature.barcodesinc.com","","","","","signature.barcodesinc.com","","false"
"34.237.139.106","TRAEFIK DEFAULT CERT","","","","","71f9bfdac31a2af23d4bcb18d86dc5f2.a886ebb1fd61367ece1758f5ac75b711.traefik.default","","true"
"34.237.139.124","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"34.237.139.169","www.example.com","Bitnami","","","","","","true"
"34.237.139.177","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.139.216","*.a1.typesense.net","","","","","*.a1.typesense.net|a1.typesense.net","","false"
"34.237.139.220","*.bravvox.com","","","","","*.bravvox.com","","false"
"34.237.139.249","astra.datastax.com","","","","","*.apps.astra.datastax.com|*.astra.datastax.com|*.dashboard.astra.datastax.com|*.db.astra.datastax.com|*.studio.astra.datastax.com|*.sysdash.astra.datastax.com|astra.datastax.com","","false"
"34.237.139.253","*.lab.service-now.com","ServiceNow, Inc.","US","San Diego","California","*.lab.service-now.com","","false"
"34.237.140.2","fulltime.com.ar","","","","","fulltime.com.ar","","false"
"34.237.140.1","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.140.31","localhost.localdomain","SomeOrganization","--","SomeCity","SomeState","","","true"
"34.237.140.43","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.140.78","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.140.94","example.com","Bitnami","","","","","","true"
"34.237.140.133","*.hostedcloudvideo.com","","","","","*.hostedcloudvideo.com|hostedcloudvideo.com","","false"
"34.237.140.178","*.intrasee.com","","","","","*.intrasee.com|intrasee.com","","false"
"34.237.140.198","localmoby.com","","","","","cr-api.localmoby.com|cr-legacy.localmoby.com|cr.localmoby.com|localmoby.com|logs.localmoby.com|pe.localmoby.com|print.localmoby.com|www.cr-api.localmoby.com|www.cr-legacy.localmoby.com|www.cr.localmoby.com|www.localmoby.com|www.pe.localmoby.com|www.print.localmoby.com|www.yc-api.localmoby.com|www.yc-web.localmoby.com|www.za-api.localmoby.com|www.za-web.localmoby.com|www.zc-web.localmoby.com|www.zl-api.localmoby.com|www.zl-web-teacher.localmoby.com|yc-api.localmoby.com|yc-web.localmoby.com|za-api.localmoby.com|za-web.localmoby.com|zc-web.localmoby.com|zl-api.localmoby.com|zl-web-teacher.localmoby.com","","false"
"34.237.140.213","*.cloudwing.io","","","","","*.cloudwing.io|cloudwing.io","","false"
"34.237.140.255","Admin","Mento","Chile","Santiago","Metropolitana","","","true"
"34.237.141.5","api.tamanduagym.com.br","","","","","api.tamanduagym.com.br","","false"
"34.237.141.6","*.beyondtrustcloud.com","BeyondTrust Corporation","US","Johns Creek","Georgia","*.beyondtrustcloud.com|beyondtrustcloud.com","","false"
"34.237.141.39","softfry.com","","","","","softfry.com","","false"
"34.237.141.50","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"34.237.141.97","newside.brainfarm.eu","","","","","newside.brainfarm.eu","","false"
"34.237.141.122","content-intelligence.bluerelay.com","","","","","content-intelligence.bluerelay.com","","false"
"34.237.141.123","lust-poc.lucy.thrivedx.io","","","","","lust-poc.lucy.thrivedx.io","","false"
"34.237.141.158","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.141.166","energizandoamexico.com","","","","","*.energizandoamexico.com|energizandoamexico.com","","false"
"34.237.141.172","*.lab.service-now.com","ServiceNow, Inc.","US","San Diego","California","*.lab.service-now.com","","false"
"34.237.141.185","profiles.hammerappprod.com","","","","","profiles.hammerappprod.com","","false"
"34.237.141.207","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.142.0","es-one-property.factweavers.com","","","","","es-one-property.factweavers.com","","false"
"34.237.142.14","www.example.com","","","","","www.example.com","","true"
"34.237.142.36","laclap.com","","","","","laclap.com","","false"
"34.237.142.58","*.pucp.edu.pe","","","","","*.pucp.edu.pe|pucp.edu.pe","","false"
"34.237.142.100","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.142.117","d.vexpens.es","","","","","d.vexpens.es","","false"
"34.237.142.166","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.142.174","*.nsa-prime-production-standby.c66.me","","","","","*.nsa-prime-production-standby.c66.me|169-717-630.cloud66.net|nsa-prime-production-standby.c66.me","","false"
"34.237.142.178","www.example.com","","","","","","","true"
"34.237.142.208","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.142.237","pineridgeroofers.com","","","","","pineridgeroofers.com|www.pineridgeroofers.com","","false"
"34.237.142.255","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.143.24","www.example.com","Bitnami","","","","","","true"
"34.237.143.41","lift-equipment.unitedcollab.dev","","","","","lift-equipment.unitedcollab.dev","","false"
"34.237.143.58","ampliseq","ThermoFisher","IN","Bangalore","KA","","","true"
"34.237.143.86","*.rowadapp.sa","","","","","*.rowadapp.sa|rowadapp.sa","","false"
"34.237.143.121","www.example.com","Bitnami","","","","","","true"
"34.237.143.122","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.143.148","10.158.37.62","NoEnv","Austria","Vienna","Vienna","*.noenv.io|consul","127.0.0.1|172.17.0.1|10.88.0.1|10.158.37.62","false"
"34.237.143.171","*.beyondtrustcloud.com","BeyondTrust Corporation","US","Johns Creek","Georgia","*.beyondtrustcloud.com|beyondtrustcloud.com","","false"
"34.237.143.224","www.example.com","Bitnami","","","","","","true"
"34.237.143.136","flowise.solvegen.org","","","","","flowise.solvegen.org","","false"
"34.237.143.240","*.beyondtrustcloud.com","BeyondTrust Corporation","US","Johns Creek","Georgia","*.beyondtrustcloud.com|beyondtrustcloud.com","","false"
"34.237.143.245","*.useready.com","","","","","*.useready.com|useready.com","","false"
"34.237.143.248","hide-broadcast-if-ff-off.staging.teamup.net","","","","","hide-broadcast-if-ff-off.staging.teamup.net|jqlzedxfet.hide-broadcast-if-ff-off.staging.teamup.net","","false"
"34.237.143.252","*.gmapiio.com","","","","","*.gmapiio.com|gmapiio.com","","false"
"34.237.144.20","*.tsologic.net","","","","","*.tsologic.net|tsologic.net","","false"
"34.237.144.44","dashboard.madshoppe.com","","","","","dashboard.madshoppe.com","","false"
"34.237.144.49","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.144.61","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"34.237.140.37","host-04126ecb432e8c3b0","","","","","","","false"
"34.237.144.131","ungwe.net","","","","","ungwe.net","","false"
"34.237.144.134","www.example.com","Bitnami","","","","","","true"
"34.237.144.200","forms.uta.edu","The University of Texas at Arlington","US","","Texas","forms.uta.edu|admissions.forms.uta.edu|arl.forms.uta.edu|athdev.forms.uta.edu|busaff.forms.uta.edu|coehp.forms.uta.edu|cola.forms.uta.edu|common.forms.uta.edu|conhi.forms.uta.edu|csl.forms.uta.edu|doss.forms.uta.edu|elps.forms.uta.edu|fsl.forms.uta.edu|greeklife.forms.uta.edu|iande.forms.uta.edu|law.forms.uta.edu|legal.forms.uta.edu|libraries.forms.uta.edu|math.forms.uta.edu|oit.forms.uta.edu|osd.forms.uta.edu|pats.forms.uta.edu|shared.forms.uta.edu|ucomm.forms.uta.edu|utaaa.forms.uta.edu","","false"
"34.237.144.208","*.service.workwave.com","","","","","*.service.workwave.com|service.workwave.com","","false"
"34.237.144.236","www.example.com","Bitnami","","","","","","true"
"34.237.145.37","ip-172-31-100-95.ec2.internal","SomeOrganization","--","SomeCity","SomeState","","","true"
"34.237.145.40","example.com","","","","","","","true"
"34.237.145.45","*.beyondtrustcloud.com","BeyondTrust Corporation","US","Johns Creek","Georgia","*.beyondtrustcloud.com|beyondtrustcloud.com","","false"
"34.237.145.71","childcaredeanwood.com","","","","","admin.childcaredeanwood.com|childcaredeanwood.com|mail.childcaredeanwood.com|www.childcaredeanwood.com","","false"
"34.237.145.90","wellright.com","Alert Logic","US","Houston","","","","true"
"34.237.145.97","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"34.237.145.146","*.decisions.com","","","","","*.decisions.com|decisions.com","","false"
"34.237.145.181","5sq.slacksms.me","","","","","5sq.slacksms.me","","false"
"34.237.145.215","ip-10-0-0-20.ec2.internal","","","","","ip-10-0-0-20.ec2.internal","","true"
"34.237.145.230","opms.sentiovr.com","","","","","opms.sentiovr.com","","false"
"34.237.146.9","eks-scoring-wiris-dev.assess.nonprod.mheducation.com","","","","","eks-scoring-wiris-dev.assess.nonprod.mheducation.com|scoring-wiris.assess.nonprod.mheducation.com|scoring-wiris-dev.assess.nonprod.mheducation.com","","false"
"34.237.146.14","*.bigsquareagility.com","","","","","*.bigsquareagility.com","","false"
"34.237.146.20","*.ajticketstest.net","","","","","*.ajticketstest.net","","false"
"34.237.146.22","default.dev.businesslicenses.com","","","","","default.dev.businesslicenses.com","","false"
"34.237.146.25","app.captainform.com","","","","","app.captainform.com|*.app.captainform.com","","false"
"34.237.146.30","*.sb-legacy.com","","","","","*.sb-legacy.com","","false"
"34.237.146.32","api.dapa-bcdr2.l94c.p1.openshiftapps.com","","","","","*.apps.dapa-bcdr2.l94c.p1.openshiftapps.com|api.dapa-bcdr2.l94c.p1.openshiftapps.com|rh-api.dapa-bcdr2.l94c.p1.openshiftapps.com","","false"
"34.237.146.40","island-hopper.mmgystage.com","","","","","island-hopper.mmgystage.com","","false"
"34.237.146.52","cyberfootmarks.com","","","","","cyberfootmarks.com|www.cyberfootmarks.com","","false"
"34.237.146.59","araliventures.in","","","","","araliventures.in|www.araliventures.in","","false"
"34.237.146.60","*.apps.verygoodsecurity.com","","","","","*.apps.verygoodsecurity.com","","false"
"34.237.146.69","app.briefee.com","","","","","app.briefee.com","","false"
"34.237.146.91","*.wsj.com","","","","","*.wsj.com","","false"
"34.237.146.89","minio-prd.1b82ac99-6ca1-4315-b3d3-89a5b612a16a.info","","","","","minio-prd.1b82ac99-6ca1-4315-b3d3-89a5b612a16a.info","","false"
"34.237.146.96","babytv.com","","","","","babytv.com|www.babytv.com","","false"
"34.237.146.115","articulate.zone","","","","","articulate.zone|*.articulate.zone","","false"
"34.237.146.116","FreeSWITCH","","US","","","","","true"
"34.237.146.122","*.monilogtracker.com.br","","","","","*.monilogtracker.com.br","","false"
"34.237.146.125","app.usepallet.com","","","","","app.usepallet.com|tariff-app.usepallet.com","","false"
"34.237.146.120","*.mq.us-east-1.amazonaws.com","","","","","*.mq.us-east-1.amazonaws.com","","false"
"34.237.146.135","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.coreassistant.com|coreassistant.com","","false"
"34.237.146.133","pcs-web.eks.ext.app.us-east-1.qa.outmon.simplisafe.com","","","","","pcs-web.eks.ext.app.us-east-1.qa.outmon.simplisafe.com|qa.ss-pcs.com|stg.ss-pcs.com","","false"
"34.237.146.146","*.truste.com","","","","","*.truste.com|truste.com","","false"
"34.237.146.157","*.preferredparking.com","","","","","*.preferredparking.com|preferredparking.com","","false"
"34.237.146.162","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"34.237.146.160","*.advancedhoodsystems.com","","","","","*.advancedhoodsystems.com|advancedhoodsystems.com","","false"
"34.237.146.165","*.qibpqf774nauu.us-east-1.cs.amazonlightsail.com","","","","","*.qibpqf774nauu.us-east-1.cs.amazonlightsail.com","","false"
"34.237.146.176","*.prod.punchlistusa.com","","","","","*.prod.punchlistusa.com","","false"
"34.237.146.179","tarjetas.bancatlan.dev","","","","","tarjetas.bancatlan.dev","","false"
"34.237.146.183","qa.saleshub.hanwhapartner.com","","","","","qa.saleshub.hanwhapartner.com|*.qa.saleshub.hanwhapartner.com","","false"
"34.237.146.184","mybotarmy.com","","","","","mybotarmy.com|*.mybotarmy.com","","false"
"34.237.146.189","api-staging.dealden.com","","","","","api-staging.dealden.com","","false"
"34.237.146.203","*.vollsc.com","","","","","*.vollsc.com","","false"
"34.237.146.214","*.cyangate.com","","","","","*.cyangate.com|cyangate.com","","false"
"34.237.146.213","insomniac.com","","","","","insomniac.com|*.insomniac.com","","false"
"34.237.146.219","*.wfm.inforcloudsuite.com","","","","","*.wfm.inforcloudsuite.com","","false"
"34.237.146.191","5ff1bd736aa80.streamlock.net","","","","","5ff1bd736aa80.streamlock.net|www.5ff1bd736aa80.streamlock.net","","false"
"34.237.146.223","*.kinvey.net","","","","","*.kinvey.net|kinvey.net","","false"
"34.237.146.226","kube-apiserver","","","","","79db4716af309dc2001760660fc0c4ac.gr7.us-east-1.eks.amazonaws.com|ip-172-16-53-129.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.106.120.3|172.16.53.129","false"
"34.237.146.228","*.tinyinvoice.fungo.one","","","","","*.tinyinvoice.fungo.one|tinyinvoice.fungo.one","","false"
"34.237.146.231","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"34.237.146.235","*.overacapital.com.br","","","","","*.overacapital.com.br","","false"
"34.237.146.239","*.remarkety.com","","","","","*.remarkety.com|*.smartmail.io|*.res.ms|*.mailsrv-e.com|res.ms|remarkety.com|mailsrv-e.com","","false"
"34.237.146.240","diversidade360.com","","","","","diversidade360.com|*.diversidade360.com","","false"
"34.237.146.244","*.univtec.com","","","","","*.univtec.com","","false"
"34.237.146.250","*.123milhas.com","","","","","*.123milhas.com|123milhas.com","","false"
"34.237.147.3","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.147.19","TRAEFIK DEFAULT CERT","","","","","ce84bdc8c4a5a35d728ea3840c741536.eeea07e14a78b69e121a2f47bc31b953.traefik.default","","true"
"34.237.147.27","hq-arpc.learning-transformation.com","","","","","hq-arpc.learning-transformation.com","","false"
"34.237.147.35","*.diag43.virtasant.com","","","","","*.diag43.virtasant.com|diag43.virtasant.com","","false"
"34.237.147.38","*.blackboard.com","","","","","*.blackboard.com","","false"
"34.237.147.44","*.mckinseywave.com","","","","","*.mckinseywave.com","","false"
"34.237.147.48","kube-apiserver","","","","","22dbd696da692dc2d41d975789d3913d.gr7.us-east-1.eks.amazonaws.com|ip-172-16-113-160.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.24.147.129|172.16.113.160","false"
"34.237.147.51","*.services.ally.com","","","","","*.services.ally.com","","false"
"34.237.147.56","*.stockal.com","","","","","*.stockal.com|stockal.com","","false"
"34.237.147.64","*.bamba.ar","Bamba SA","AR","Buenos Aires","","*.bamba.ar","","false"
"34.237.147.69","dolphin-dev.np.ent.aws.mbusa.com","","","","","dolphin-dev.np.ent.aws.mbusa.com","","false"
"34.237.147.73","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"34.237.147.78","creditntell.com","","","","","creditntell.com|*.creditntell.com","","false"
"34.237.147.80","*.learning-tribes.com","","","","","*.learning-tribes.com|learning-tribes.com","","false"
"34.237.147.82","*.services.ally.com","","","","","*.services.ally.com","","false"
"34.237.147.86","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"34.237.147.94","*.asklocala.com","","","","","*.asklocala.com","","false"
"34.237.147.90","ue1.inventory-change-logs.coxautoinventory.com","","","","","ue1.inventory-change-logs.coxautoinventory.com|*.ue1.inventory-change-logs.coxautoinventory.com|*.inventory-change-logs.coxautoinventory.com","","false"
"34.237.147.99","mocha.analysis.archerdx.com","","","","","mocha.analysis.archerdx.com","","false"
"34.237.147.110","medlivepro.com","","","","","medlivepro.com|*.dev1.medlivepro.com|*.qa1.medlivepro.com|*.dev2.medlivepro.com|*.qa2.medlivepro.com|*.qa5.medlivepro.com|*.qa4.medlivepro.com|*.qa3.medlivepro.com|*.dev4.medlivepro.com|*.dev3.medlivepro.com|*.medlivepro.com|*.dev5.medlivepro.com","","false"
"34.237.147.125","*.whitelabelvhptesting2.com","","","","","*.whitelabelvhptesting2.com","","false"
"34.237.147.119","mediator.prd.cam.simplisafe.com","","","","","mediator.prd.cam.simplisafe.com","","false"
"34.237.147.128","fls-na.amazon.com","","","","","fls-na.amazon.com|fls-na.amazon.com.mx|fls-na.amazon.cl|fls-na.amazon.com.br|fls-na.amazon.ca|fls-na.amazon.com.co","","false"
"34.237.147.130","*.newstage.theranest.com","","","","","*.newstage.theranest.com|*.newstage.mytheranest.com|*.newstage.my-mcp.com|*.newstage.mcp-app.com","","false"
"34.237.147.131","*.use1.prod.aws.viacbs.cloud","","","","","*.use1.prod.aws.viacbs.cloud","","false"
"34.237.147.135","*.kdtsummit.com","","","","","*.kdtsummit.com|kdtsummit.com","","false"
"34.237.147.137","*.learnosity.com","","","","","*.learnosity.com","","false"
"34.237.147.138","streamslash.com","","","","","streamslash.com|www.streamslash.com","","false"
"34.237.147.143","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.147.153","rally-dev.windu.io","","","","","rally-dev.windu.io","","false"
"34.237.147.158","*.us-east-1.es.a9.com","","","","","*.us-east-1.es.a9.com","","false"
"34.237.147.160","*.staging.prometheusgroup.app","","","","","*.staging.prometheusgroup.app","","false"
"34.237.147.163","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"34.237.147.165","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com","","false"
"34.237.147.168","invocadev.com","","","","","invocadev.com|*.cdn.invocadev.com|*.invocadev.com","","false"
"34.237.147.171","jnvtrust.com","","","","","jnvtrust.com|www.jnvtrust.com","","false"
"34.237.147.174","scg.ruckuswireless.com","Ruckus Wireless Inc.","US","","CA","","","false"
"34.237.147.181","*.originkonnect.com","","","","","*.originkonnect.com|originkonnect.com","","false"
"34.237.147.185","b2bkiki.com.br","","","","","b2bkiki.com.br","","false"
"34.237.147.186","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"34.237.147.189","kube-apiserver","","","","","7e0ce648002d49b5fb18feefbd187e87.gr7.us-east-1.eks.amazonaws.com|ip-172-16-109-121.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.75.86.18|172.16.109.121","false"
"34.237.147.200","E911portal.att.com","AT&T Services, Inc.","US","Dallas","Texas","E911portal.att.com","","false"
"34.237.147.202","kube-apiserver","","","","","835dbae5e157b846cc178dcaa2b5cb6e.gr7.us-east-1.eks.amazonaws.com|ip-172-16-97-240.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.226.11.58|172.16.97.240","false"
"34.237.147.206","*.dev02.koibanx.link","","","","","*.dev02.koibanx.link|*.qa02.koibanx.link|*.pre02.koibanx.link","","false"
"34.237.147.213","*.pla.pearsondev.tech","Pearson PLC","GB","","London","*.pla.pearsondev.tech|pla.pearsondev.tech","","false"
"34.237.147.214","taps.cell-1.prod.us-east-1.prod.connect.aws.a2z.com","","","","","taps.cell-1.prod.us-east-1.prod.connect.aws.a2z.com|onebox.taps.cell-1.prod.us-east-1.prod.connect.aws.a2z.com","","false"
"34.237.147.222","*.visceral.ai","","","","","*.visceral.ai|visceral.ai","","false"
"34.237.147.233","*.peerspot.com","","","","","*.peerspot.com|peerspot.com","","false"
"34.237.147.236","quikinfluence.com","","","","","quikinfluence.com|*.quikinfluence.com","","false"
"34.237.147.241","cnas6f5ij65s70gfgjug.matillion.io","","","","","cnas6f5ij65s70gfgjug.matillion.io","","false"
"34.237.147.244","*.qa-e2cloud.io","","","","","*.qa-e2cloud.io|*.portal.qa-e2cloud.io|*.devreg.qa-e2cloud.io|qa-e2cloud.io|*.remote.qa-e2cloud.io","","false"
"34.237.147.246","us-east-1.gamma.tagging.identity.aws.dev","","","","","us-east-1.gamma.tagging.identity.aws.dev","","false"
"34.237.148.0","lnyj4fqgvkney.dev.origins.magento.cloud","Magento Cloud","FR","","","","","true"
"34.237.147.254","*.demowithjake.com","","","","","*.demowithjake.com|demowithjake.com","","false"
"34.237.148.6","*.automate.com","Solera Holdings LLC","US","Westlake","Texas","*.automate.com|automate.com","","false"
"34.237.148.11","*.dtdms.io","","","","","*.dtdms.io|*.dealertrackdms.com","","false"
"34.237.148.13","starburst.io","","","","","starburst.io|www.starburst.io","","false"
"34.237.148.14","api-dev.advancedshippingrules.com","","","","","api-dev.advancedshippingrules.com","","false"
"34.237.148.15","*.gamma.execute-api.us-east-1.amazonaws.com","","","","","*.gamma.execute-api.us-east-1.amazonaws.com","","false"
"34.237.148.18","raxar.com","","","","","raxar.com|*.raxar.com","","false"
"34.237.148.20","*.prelaunch.liaisoncas.com","","","","","*.prelaunch.liaisoncas.com|prelaunch.liaisoncas.com","","false"
"34.237.148.23","*.gsdd.net","ELSEVIER INC.","US","New York","New York","*.gsdd.net|alchemyrx.com|*.alchemyrx.com|gsdd.net","","false"
"34.237.148.30","*.leadline.io","","","","","*.leadline.io|leadline.io","","false"
"34.237.148.32","*.intelivideo.io","","","","","*.intelivideo.io|intelivideo.io","","false"
"34.237.148.43","*.imedidata.com","Medidata Solutions, Inc","US","New York","New York","*.imedidata.com|imedidata.com","","false"
"34.237.148.45","*.liiaws.net","","","","","*.liiaws.net","","false"
"34.237.148.50","*.fihre-benefits-devl-vpn.us.e16.c01.johndeerecloud.com","","","","","*.fihre-benefits-devl-vpn.us.e16.c01.johndeerecloud.com|*.deere.com|*.tal.deere.com","","false"
"34.237.148.53","*.hermanmiller.com","MILLERKNOLL, INC.","US","Zeeland","Michigan","*.hermanmiller.com|asia.hermanmiller.com|europe.hermanmiller.com|*.asia.hermanmiller.com|*.europe.hermanmiller.com|*.geigerfurniture.com|*.hermanmiller.cn|*.hermanmiller.co.jp|*.hermanmiller.co.uk|*.hermanmiller.com.au|*.hermanmiller.com.br|*.hermanmiller.com.mx|*.hermanmiller.de|*.hermanmiller.fr|*.hermanmiller.in|*.hermanmiller.it|*.hermanmiller.nl|*.nemschoff.com|geigerfurniture.com|hermanmiller.cn|hermanmiller.co.jp|hermanmiller.co.uk|hermanmiller.com.au|hermanmiller.com.br|hermanmiller.com.mx|hermanmiller.de|hermanmiller.fr|hermanmiller.in|hermanmiller.it|hermanmiller.nl|nemschoff.com|hermanmiller.com","","false"
"34.237.148.55","kube-apiserver","","","","","155b2656f306f8a5a96a3911f84e0eca.gr7.us-east-1.eks.amazonaws.com|ip-10-0-122-203.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.28.0.218|10.0.122.203","false"
"34.237.148.58","carewarden.com","","","","","carewarden.com|*.carewarden.com","","false"
"34.237.148.62","*.classlink.com","","","","","*.classlink.com|*.internal.classlink.com|*.apps.classlink.com|*.apis.classlink.com","","false"
"34.237.148.64","ns.apps.nbcuni.com","","","","","ns.apps.nbcuni.com|*.ns.apps.nbcuni.com","","false"
"34.237.148.65","dev-dentalapp.cc","","","","","dev-dentalapp.cc|*.dev-dentalapp.cc","","false"
"34.237.148.68","red5pro.rpelab.com","","","","","red5pro.rpelab.com","","false"
"34.237.148.79","*.downlynk.net","","","","","*.downlynk.net","","false"
"34.237.148.88","nerdynat.com","","","","","nerdynat.com|www.nerdynat.com","","false"
"34.237.148.90","*.gdn.smartling.com","","","","","*.gdn.smartling.com|*.sl.smartling.com","","false"
